,index,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,service_years,exit_year,college,cf_dept_or_job_dissatisfaction
1147,1147,False,False,False,True,False,True,False,True,False,False,True,False,Male,56+,3 to 4 Years,2012,DETE,True
1148,1148,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1149,1149,True,False,False,True,False,False,False,False,False,False,False,False,Male,31-35,1 to 2 Years,2012,DETE,True
1150,1150,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,7 to 10 Years,2013,DETE,False
1151,1151,False,False,False,True,False,False,False,False,False,False,False,False,Male,36-40,,2012,DETE,True
1152,1152,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,20 Plus Years,2013,DETE,False
1153,1153,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years,2013,DETE,False
1154,1154,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,5 to 6 Years,2013,DETE,False
1155,1155,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,2013,DETE,False
1156,1156,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,Under 1 Year,2013,DETE,False
1157,1157,False,True,False,False,True,False,False,False,False,True,True,False,Female,26-30,3 to 4 Years,2013,DETE,True
1158,1158,False,False,False,False,False,False,False,False,False,False,True,False,Female,21-25,Under 1 Year,2013,DETE,False
1159,1159,False,True,False,False,True,False,False,False,False,True,False,False,Female,56+,20 Plus Years,2013,DETE,True
1160,1160,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,20 Plus Years,2013,DETE,False
1161,1161,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,Under 1 Year,2012,DETE,False
1162,1162,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,3 to 4 Years,2013,DETE,False
1163,1163,True,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,3 to 4 Years,2013,DETE,False
1164,1164,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,20 Plus Years,2013,DETE,False
1165,1165,False,True,False,False,False,False,False,False,False,True,True,False,Female,41-45,,2013,DETE,False
1166,1166,False,False,False,False,False,False,False,False,True,False,False,False,Female,36-40,11 to 20 Years,2013,DETE,False
1167,1167,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,5 to 6 Years,2013,DETE,False
1168,1168,False,False,True,False,False,False,False,False,False,False,True,False,Female,41-45,Under 1 Year,2013,DETE,False
1169,1169,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2012,DETE,False
1170,1170,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1171,1171,True,False,False,False,False,False,False,False,False,False,True,False,Female,21-25,Under 1 Year,2013,DETE,False
1172,1172,False,True,False,False,False,False,False,False,False,False,True,False,Female,46-50,Under 1 Year,2013,DETE,False
1173,1173,False,False,False,False,False,True,False,False,False,True,False,False,Female,56+,,2013,DETE,False
1174,1174,False,False,False,False,True,False,False,False,False,True,True,False,Female,56+,11 to 20 Years,2013,DETE,True
1175,1175,False,False,False,True,True,False,False,True,False,False,True,False,Female,51-55,11 to 20 Years,2013,DETE,True
1176,1176,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,3 to 4 Years,2013,DETE,False
1177,1177,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,7 to 10 Years,2013,DETE,False
1178,1178,False,False,False,False,False,False,False,False,False,False,True,False,Male,51-55,1 to 2 Years,2013,DETE,False
1179,1179,False,False,False,False,False,False,True,False,False,False,False,False,Male,46-50,7 to 10 Years,2013,DETE,False
1180,1180,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,,2013,DETE,False
1181,1181,False,False,True,False,False,False,False,False,False,False,True,False,Female,26-30,Under 1 Year,2013,DETE,False
1182,1182,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE,False
1183,1183,False,False,False,False,False,False,False,False,False,False,True,False,Male,41-45,20 Plus Years,2012,DETE,False
1184,1184,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2013,DETE,False
1185,1185,False,False,False,False,False,False,True,False,False,True,False,False,Female,56+,3 to 4 Years,2013,DETE,False
1186,1186,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE,False
1187,1187,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,1 to 2 Years,2012,DETE,False
1188,1188,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,11 to 20 Years,2013,DETE,False
1189,1189,False,True,False,False,False,True,False,False,False,False,False,False,Female,56+,1 to 2 Years,2012,DETE,False
1190,1190,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE,False
1191,1191,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,,2012,DETE,False
1192,1192,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,1 to 2 Years,2013,DETE,False
1193,1193,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,7 to 10 Years,2013,DETE,False
1194,1194,False,False,False,False,True,False,False,False,False,False,False,False,Female,56+,5 to 6 Years,2013,DETE,True
1195,1195,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1196,1196,True,False,False,False,True,False,False,False,False,True,False,False,Female,56+,20 Plus Years,2012,DETE,True
1197,1197,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,1 to 2 Years,2013,DETE,False
1198,1198,False,True,False,False,False,False,False,False,False,True,True,False,Male,51-55,1 to 2 Years,2013,DETE,False
1199,1199,False,False,False,False,False,False,False,False,False,False,True,False,Male,36-40,3 to 4 Years,2013,DETE,False
1200,1200,False,False,False,False,False,False,False,False,False,False,True,False,Male,51-55,3 to 4 Years,2013,DETE,False
1201,1201,False,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,Under 1 Year,2013,DETE,False
1202,1202,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,11 to 20 Years,2013,DETE,False
1203,1203,False,True,False,False,False,False,False,False,False,True,False,False,Female,56+,20 Plus Years,2013,DETE,False
1204,1204,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE,False
1205,1205,False,False,False,False,True,False,False,False,False,True,False,False,Male,56+,Under 1 Year,2013,DETE,True
1206,1206,True,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,1 to 2 Years,2013,DETE,False
1207,1207,False,False,True,False,False,False,False,False,False,False,True,False,Female,46-50,,2013,DETE,False
1208,1208,False,True,False,True,False,False,False,False,False,False,False,False,Female,21-25,3 to 4 Years,2013,DETE,True
1209,1209,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,11 to 20 Years,2013,DETE,False
1210,1210,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,2013,DETE,False
1211,1211,False,True,False,False,False,False,False,False,False,False,False,False,Male,51-55,11 to 20 Years,2013,DETE,False
1212,1212,False,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,Under 1 Year,2013,DETE,False
1213,1213,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE,False
1214,1214,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,20 Plus Years,2014,DETE,False
1215,1215,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE,False
1216,1216,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,7 to 10 Years,2013,DETE,False
1217,1217,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2013,DETE,False
1218,1218,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE,False
1219,1219,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,3 to 4 Years,2010,DETE,False
1220,1220,False,False,False,False,False,False,False,False,False,True,True,False,Male,56+,20 Plus Years,2012,DETE,False
1221,1221,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE,False
1222,1222,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years,2013,DETE,False
1223,1223,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE,False
1224,1224,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,11 to 20 Years,2013,DETE,False
1225,1225,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1226,1226,False,False,False,False,False,False,False,True,False,True,True,False,Female,56+,3 to 4 Years,2012,DETE,False
1227,1227,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2013,DETE,False
1228,1228,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,1 to 2 Years,2013,DETE,False
1229,1229,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2012,DETE,False
1230,1230,False,True,False,True,True,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2012,DETE,True
1231,1231,False,False,False,False,True,False,False,False,False,False,False,False,Male,56+,,2013,DETE,True
1232,1232,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE,False
1233,1233,False,False,True,False,False,False,False,False,False,False,True,False,Female,56+,,2013,DETE,False
1234,1234,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,11 to 20 Years,2013,DETE,False
1235,1235,True,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,1 to 2 Years,2013,DETE,False
1236,1236,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,3 to 4 Years,2012,DETE,False
1237,1237,False,False,True,True,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,True
1238,1238,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,1 to 2 Years,2013,DETE,False
1239,1239,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2013,DETE,False
1240,1240,False,False,False,False,False,False,False,False,False,False,True,False,Male,26-30,,2013,DETE,False
1241,1241,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,3 to 4 Years,2013,DETE,False
1242,1242,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,7 to 10 Years,2013,DETE,False
1243,1243,False,False,False,False,True,False,False,True,False,False,False,False,Female,41-45,1 to 2 Years,2013,DETE,True
1244,1244,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2013,DETE,False
1245,1245,False,False,True,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years,2013,DETE,False
1246,1246,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,3 to 4 Years,2013,DETE,False
1247,1247,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,11 to 20 Years,2013,DETE,False
1248,1248,False,True,True,False,False,False,False,False,False,False,False,False,Male,56+,3 to 4 Years,2013,DETE,False
1249,1249,False,False,False,True,True,False,False,False,False,False,False,False,Female,41-45,1 to 2 Years,2013,DETE,True
1250,1250,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE,False
1251,1251,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,20 Plus Years,2013,DETE,False
1252,1252,False,False,True,False,False,False,False,False,False,False,False,False,Male,36-40,7 to 10 Years,2013,DETE,False
1253,1253,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,1 to 2 Years,2013,DETE,False
1254,1254,False,False,False,True,False,False,False,False,False,True,True,False,Female,56+,Under 1 Year,2013,DETE,True
1255,1255,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1256,1256,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,2012,DETE,False
1257,1257,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE,False
1258,1258,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,3 to 4 Years,2013,DETE,False
1259,1259,False,False,False,False,False,False,False,True,False,True,True,False,Female,21-25,1 to 2 Years,2013,DETE,False
1260,1260,False,False,False,True,False,False,False,False,True,False,False,False,Male,56+,7 to 10 Years,2013,DETE,True
1261,1261,False,False,False,False,False,True,False,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1262,1262,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,1 to 2 Years,2013,DETE,False
1263,1263,False,False,False,False,False,True,False,True,False,True,True,False,Male,56+,11 to 20 Years,2013,DETE,False
1264,1264,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,1 to 2 Years,2013,DETE,False
1265,1265,False,False,False,True,False,False,False,True,False,True,True,False,Female,41-45,1 to 2 Years,2013,DETE,True
1266,1266,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,11 to 20 Years,2013,DETE,False
1267,1267,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,11 to 20 Years,2013,DETE,False
1268,1268,False,False,False,False,True,False,False,False,False,False,True,False,Male,56+,20 Plus Years,2013,DETE,True
1269,1269,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,1 to 2 Years,2013,DETE,False
1270,1270,True,False,True,False,False,False,False,False,False,False,True,False,Female,46-50,,2013,DETE,False
1271,1271,False,False,False,False,False,False,False,False,False,False,True,False,Male,31-35,3 to 4 Years,2013,DETE,False
1272,1272,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,7 to 10 Years,2013,DETE,False
1273,1273,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,5 to 6 Years,2013,DETE,False
1274,1274,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,2013,DETE,False
1275,1275,False,True,False,True,False,False,False,False,False,False,False,True,Female,41-45,1 to 2 Years,2013,DETE,True
1276,1276,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,5 to 6 Years,2013,DETE,False
1277,1277,False,False,True,False,False,False,False,False,False,False,True,False,Female,31-35,7 to 10 Years,2013,DETE,False
1278,1278,True,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,,2013,DETE,False
1279,1279,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,11 to 20 Years,2013,DETE,False
1280,1280,False,False,False,True,False,False,False,True,False,False,False,False,Male,56+,7 to 10 Years,2013,DETE,True
1281,1281,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,7 to 10 Years,2013,DETE,False
1282,1282,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE,False
1283,1283,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1284,1284,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2013,DETE,False
1285,1285,False,False,False,False,True,True,False,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE,True
1286,1286,False,False,True,False,False,False,False,False,False,False,False,False,Female,51-55,5 to 6 Years,2013,DETE,False
1287,1287,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,Under 1 Year,2013,DETE,False
1288,1288,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,7 to 10 Years,2010,DETE,False
1289,1289,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2013,DETE,False
1290,1290,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,1 to 2 Years,2013,DETE,False
1291,1291,False,False,False,False,False,True,False,False,False,True,False,False,Male,56+,20 Plus Years,2013,DETE,False
1292,1292,False,False,False,True,False,False,False,True,False,True,False,False,Female,31-35,1 to 2 Years,2014,DETE,True
1293,1293,False,True,False,False,False,False,False,False,False,True,False,False,Female,51-55,11 to 20 Years,2013,DETE,False
1294,1294,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,3 to 4 Years,2013,DETE,False
1295,1295,False,True,True,False,True,False,False,False,False,True,True,False,Female,36-40,3 to 4 Years,2013,DETE,True
1296,1296,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,2013,DETE,False
1297,1297,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,7 to 10 Years,2013,DETE,False
1298,1298,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1299,1299,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,20 Plus Years,2013,DETE,False
1300,1300,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE,False
1301,1301,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2013,DETE,False
1302,1302,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2013,DETE,False
1303,1303,False,False,False,False,True,True,False,False,False,False,False,False,Female,26-30,3 to 4 Years,2013,DETE,True
1304,1304,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2013,DETE,False
1305,1305,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,Under 1 Year,2013,DETE,False
1306,1306,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1307,1307,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,3 to 4 Years,2013,DETE,False
1308,1308,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2013,DETE,False
1309,1309,False,False,False,True,True,False,False,False,False,False,False,False,Female,31-35,1 to 2 Years,2013,DETE,True
1310,1310,False,False,False,True,False,False,False,False,False,False,True,False,Female,31-35,1 to 2 Years,2013,DETE,True
1311,1311,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,Under 1 Year,2012,DETE,False
1312,1312,False,False,False,False,True,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE,True
1313,1313,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE,False
1314,1314,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years,2013,DETE,False
1315,1315,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,3 to 4 Years,2013,DETE,False
1316,1316,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1317,1317,False,True,False,False,False,False,False,False,False,False,False,False,Male,51-55,11 to 20 Years,2013,DETE,False
1318,1318,False,False,False,False,False,False,False,False,False,False,True,True,Female,56+,20 Plus Years,2013,DETE,False
1319,1319,False,False,False,False,True,False,False,True,False,True,False,False,Female,51-55,5 to 6 Years,2013,DETE,True
1320,1320,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1321,1321,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,7 to 10 Years,2013,DETE,False
1322,1322,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1323,1323,False,False,True,True,False,False,False,False,False,False,False,False,Female,51-55,1 to 2 Years,2013,DETE,True
1324,1324,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,5 to 6 Years,2013,DETE,False
1325,1325,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2013,DETE,False
1326,1326,False,False,False,True,False,False,False,False,False,False,False,False,Female,56+,7 to 10 Years,2013,DETE,True
1327,1327,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,1 to 2 Years,2013,DETE,False
1328,1328,True,False,False,False,True,False,False,False,False,False,False,False,Female,26-30,3 to 4 Years,2013,DETE,True
1329,1329,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1330,1330,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,7 to 10 Years,2014,DETE,False
1331,1331,False,False,False,True,False,True,False,True,False,False,False,False,Female,56+,20 Plus Years,2013,DETE,True
1332,1332,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,5 to 6 Years,2013,DETE,False
1333,1333,False,True,False,False,False,False,False,False,False,False,False,True,Male,41-45,5 to 6 Years,2013,DETE,False
1334,1334,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Under 1 Year,2013,DETE,False
1335,1335,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE,False
1336,1336,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE,False
1337,1337,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,20 Plus Years,2013,DETE,False
1338,1338,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2014,DETE,False
1339,1339,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,Under 1 Year,2013,DETE,False
1340,1340,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,20 Plus Years,2014,DETE,False
1341,1341,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,7 to 10 Years,2013,DETE,False
1342,1342,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,5 to 6 Years,2013,DETE,False
1343,1343,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,3 to 4 Years,2013,DETE,False
1344,1344,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,3 to 4 Years,2013,DETE,False
1345,1345,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,3 to 4 Years,2013,DETE,False
1346,1346,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,5 to 6 Years,2013,DETE,False
1347,1347,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1348,1348,False,False,False,True,True,False,False,True,False,False,False,False,Male,51-55,11 to 20 Years,2013,DETE,True
1349,1349,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years,2013,DETE,False
1350,1350,True,False,False,True,True,False,True,False,False,False,False,False,Female,51-55,3 to 4 Years,2013,DETE,True
1351,1351,True,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,5 to 6 Years,2013,DETE,False
1352,1352,True,False,False,False,False,True,False,False,False,False,False,False,Female,56+,7 to 10 Years,2013,DETE,False
1353,1353,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,1 to 2 Years,2013,DETE,False
1354,1354,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1355,1355,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,Under 1 Year,2013,DETE,False
1356,1356,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2014,DETE,False
1357,1357,False,True,False,False,False,False,False,False,False,False,True,False,Male,56+,11 to 20 Years,2013,DETE,False
1358,1358,False,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,1 to 2 Years,2013,DETE,False
1359,1359,False,True,True,False,False,False,False,False,False,False,True,False,Female,51-55,20 Plus Years,2013,DETE,False
1360,1360,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2013,DETE,False
1361,1361,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,2013,DETE,False
1362,1362,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,2013,DETE,False
1363,1363,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,3 to 4 Years,2014,DETE,False
1364,1364,False,False,True,False,False,False,False,False,False,False,False,False,Female,46-50,,2013,DETE,False
1365,1365,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,2013,DETE,False
1366,1366,False,False,False,False,False,False,False,False,False,False,True,False,Male,46-50,1 to 2 Years,2014,DETE,False
1367,1367,False,False,False,True,True,False,False,True,False,False,True,False,Female,,11 to 20 Years,2014,DETE,True
1368,1368,True,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,1 to 2 Years,2014,DETE,False
1369,1369,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,1 to 2 Years,2013,DETE,False
1370,1370,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,11 to 20 Years,2014,DETE,False
1371,1371,True,False,False,False,True,False,False,False,False,False,False,False,Female,26-30,Under 1 Year,2013,DETE,True
1372,1372,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,Under 1 Year,2013,DETE,False
1373,1373,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,3 to 4 Years,2013,DETE,False
1374,1374,False,False,False,True,False,False,False,False,False,True,True,False,Female,56+,11 to 20 Years,2014,DETE,True
1375,1375,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Under 1 Year,2013,DETE,False
1376,1376,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years,2013,DETE,False
1377,1377,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE,False
1378,1378,True,False,False,False,False,False,False,True,False,False,False,False,Female,26-30,3 to 4 Years,2014,DETE,False
1379,1379,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE,False
1380,1380,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,1 to 2 Years,2013,DETE,False
1381,1381,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1382,1382,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,Under 1 Year,2013,DETE,False
1383,1383,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years,2014,DETE,False
1384,1384,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,20 Plus Years,2013,DETE,False
1385,1385,True,False,False,False,False,False,False,True,False,False,False,False,Male,21-25,,2012,DETE,False
1386,1386,False,False,False,False,False,True,False,False,False,False,False,False,Female,46-50,7 to 10 Years,2013,DETE,False
1387,1387,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,3 to 4 Years,2014,DETE,False
1388,1388,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,2013,DETE,False
1389,1389,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,Under 1 Year,2013,DETE,False
1390,1390,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2013,DETE,False
1391,1391,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,2012,DETE,False
1392,1392,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,7 to 10 Years,2014,DETE,False
1393,1393,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,1 to 2 Years,2014,DETE,False
1394,1394,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years,2013,DETE,False
1395,1395,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,3 to 4 Years,2014,DETE,False
1396,1396,False,False,True,False,False,False,False,False,False,False,False,False,Female,46-50,,2012,DETE,False
1397,1397,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,1 to 2 Years,2013,DETE,False
1398,1398,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,5 to 6 Years,2013,DETE,False
1399,1399,False,False,False,False,False,False,False,True,False,True,True,False,Female,51-55,20 Plus Years,2013,DETE,False
1400,1400,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,3 to 4 Years,2013,DETE,False
1401,1401,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,,2012,DETE,False
1402,1402,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,Under 1 Year,2013,DETE,False
1403,1403,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,20 Plus Years,2013,DETE,False
1404,1404,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,7 to 10 Years,2013,DETE,False
1405,1405,False,False,False,True,False,True,False,False,False,False,False,False,Female,51-55,Under 1 Year,2013,DETE,True
