,record_id,job_position,leave_reason,cf_to_public_sector,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,job_status,service_years
686,688,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56-60,Primary,
687,689,teaching_role,Resignation-Other reasons,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,0.0
688,690,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,,11.0
689,691,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,Secondary,
690,692,teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,Secondary,10.0
691,693,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,1.0
692,694,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,Secondary,1.0
693,695,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,Secondary,4.0
694,696,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,46-50,,
695,697,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,Primary,2.0
696,698,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,,5.0
697,699,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,True,False,True,True,False,Female,51-55,,24.0
698,700,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,,3.0
699,701,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,,
700,702,non_teaching_role,Resignation-Other employer,True,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,,0.0
701,703,teaching_role,Resignation-Other reasons,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,Primary,25.0
702,704,non_teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,,7.0
703,705,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,True,False,True,False,False,False,False,False,False,Female,51-55,A01-A04,0.0
704,706,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,
705,707,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,
706,708,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,37.0
707,709,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,,5.0
708,710,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,
709,711,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,Primary,
710,712,teaching_role,Other,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,56-60,,23.0
711,713,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,,36.0
712,714,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,61 or older,,
713,715,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,Special Education,12.0
714,716,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56-60,Primary,34.0
715,717,teaching_role,Contract Expired,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,0.0
716,718,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,,12.0
717,719,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,A01-A04,10.0
718,720,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,,
719,721,non_teaching_role,Contract Expired,False,False,False,False,False,False,True,False,True,True,False,False,False,Male,26-30,A01-A04,0.0
720,722,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,A01-A04,0.0
721,723,non_teaching_role,Contract Expired,False,True,False,False,False,False,False,False,False,True,False,False,False,Male,21-25,A01-A04,0.0
722,724,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,A01-A04,0.0
723,725,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,31-35,A01-A04,0.0
724,726,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,Primary,
725,727,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,26-30,A01-A04,
726,728,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,True,False,True,False,Male,56-60,,27.0
727,729,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Secondary,11.0
728,730,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,Primary,1.0
729,731,teaching_role,Age Retirement,False,False,False,False,True,False,True,False,False,False,False,True,False,Male,56-60,,
730,732,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,,14.0
731,733,non_teaching_role,Resignation-Other reasons,False,False,False,False,True,False,False,False,True,False,True,False,False,Male,56-60,,17.0
732,734,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,61 or older,,29.0
733,735,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,
734,736,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,24.0
735,737,non_teaching_role,Resignation-Move overseas/interstate,False,False,True,True,False,False,False,False,False,False,False,False,False,Female,61 or older,,
736,738,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56-60,,11.0
737,739,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56-60,Special Education,9.0
738,740,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,13.0
739,741,teaching_role,Age Retirement,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,56-60,Secondary,
740,742,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,,61 or older,Primary,
741,743,teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,Primary,13.0
742,744,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,Primary,11.0
743,745,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,Primary,2.0
744,746,non_teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,A01-A04,9.0
745,747,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56-60,,
746,748,teaching_role,Age Retirement,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,56-60,Middle,11.0
747,749,teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,Primary,6.0
748,750,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,Special Education,17.0
749,751,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,Primary,
750,752,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,Primary,31.0
751,753,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,False,False,False,False,False,Male,61 or older,,8.0
752,754,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,,
753,755,teaching_role,Resignation-Other employer,False,False,True,False,False,True,False,False,False,False,False,True,False,Female,31-35,Primary,2.0
754,756,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,,61 or older,A01-A04,
755,757,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,Primary,0.0
756,758,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,A01-A04,13.0
757,759,teaching_role,Age Retirement,False,False,False,False,True,True,False,False,False,False,False,True,False,Male,56-60,,23.0
758,760,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56-60,,14.0
759,761,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,True,True,False,False,False,False,False,False,False,Female,51-55,Secondary,15.0
760,762,teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,Special Education,
761,763,teaching_role,Other,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,51-55,Secondary,
762,764,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,Primary,0.0
763,765,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,,8.0
764,766,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Primary,
765,767,teaching_role,Age Retirement,False,False,False,False,False,True,False,False,True,False,False,True,False,Male,51-55,Secondary,31.0
766,768,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,Primary,7.0
767,769,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,Primary,21.0
768,770,teaching_role,Ill Health Retirement,False,False,True,False,True,True,False,False,False,False,True,True,True,Male,56-60,,21.0
769,771,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,,
770,772,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,
771,773,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,,7.0
772,774,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,,7.0
773,775,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,A01-A04,
774,776,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,,
775,777,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,
776,778,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,31-35,A01-A04,
777,779,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,,56-60,,
778,780,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,21.0
779,781,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,,21.0
780,782,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,,
781,783,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,,
782,784,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,Special Education,5.0
783,785,teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,
784,786,teaching_role,Resignation-Other reasons,False,True,False,False,False,True,False,False,True,False,False,True,False,Female,21-25,Secondary,0.0
785,787,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,
786,788,teaching_role,Resignation-Other employer,False,True,False,False,False,True,False,False,False,True,False,False,False,Female,41-45,Secondary,6.0
787,789,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,Secondary,
788,790,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,Secondary,
789,791,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,,15.0
790,792,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,True,False,True,False,False,Male,36-40,Secondary,6.0
791,793,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,A01-A04,
792,794,teaching_role,Other,False,False,True,False,True,False,False,False,True,False,False,False,False,Female,61 or older,,
793,795,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,61 or older,Primary,7.0
794,796,non_teaching_role,Resignation-Move overseas/interstate,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,
795,797,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56-60,Primary,
796,798,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56-60,Secondary,
797,799,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,36-40,A01-A04,
798,800,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,
799,801,teaching_role,Other,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,Special Education,
800,802,teaching_role,Other,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,21-25,Primary,3.0
801,803,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56-60,Primary,38.0
802,804,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
803,805,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,Primary,7.0
804,806,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,Primary,1.0
805,807,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,,
806,808,non_teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,8.0
807,809,teaching_role,Resignation-Other reasons,False,False,False,False,True,False,False,False,False,False,False,True,False,Female,36-40,Primary,9.0
808,810,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,,3.0
809,811,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,Primary,8.0
810,812,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,Primary,
811,813,non_teaching_role,Contract Expired,False,False,False,False,False,False,True,False,False,False,True,True,False,Female,41-45,A01-A04,3.0
812,814,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,Secondary,9.0
813,815,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,AO5-AO7,6.0
814,816,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,
815,817,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,Primary,2.0
816,818,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,Secondary,2.0
817,819,teaching_role,Age Retirement,False,False,True,True,False,False,False,False,False,False,True,False,False,Female,56-60,Primary,15.0
818,820,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,Secondary,34.0
819,821,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,31-35,A01-A04,5.0
820,822,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,Secondary,4.0
821,823,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
