,ID,SeparationType,Cease Date,Position,Classification,Career move to public sector,Career move to private sector,Interpersonal conflicts,Job dissatisfaction,Dissatisfaction with the department,Physical work environment,Lack of recognition,Lack of job security,Maternity/family,Ill Health,Work life balance,Workload,None of the above,Gender,Age,service_length
651,652,Resignation-Other reasons,09/2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,1.0
652,653,Resignation-Move overseas/interstate,08/2013,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,20.0
653,654,Age Retirement,09/2013,Teacher,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,56-60,0.0
654,655,Age Retirement,01/2014,Teacher,Special Education,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,19.0
655,656,Age Retirement,09/2013,School Principal,,False,False,False,False,False,False,False,False,False,True,True,False,False,Male,56-60,19.0
656,657,Other,10/2013,Teacher Aide,,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,26-30,2.0
657,658,Age Retirement,10/2013,Teacher,Primary,False,False,False,False,False,False,False,False,True,True,True,False,False,Female,51-55,35.0
658,659,Resignation-Move overseas/interstate,09/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,False,,61 or older,11.0
659,660,Resignation-Other reasons,08/2013,Teacher Aide,Primary,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,
660,661,Age Retirement,09/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,
661,662,Age Retirement,01/2014,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,4.0
662,663,Resignation-Other reasons,09/2013,Teacher,Primary,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,
663,665,Voluntary Early Retirement (VER),06/2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,
664,666,Resignation-Other employer,01/2014,Head of Curriculum/Head of Special Education,,True,False,False,False,False,False,False,False,False,False,True,False,False,Male,46-50,1.0
665,667,Age Retirement,07/2014,Teacher,Special Education,False,False,False,True,True,False,True,False,False,False,True,False,False,Female,,13.0
666,668,Resignation-Other employer,01/2014,Public Servant,A01-A04,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,1.0
667,669,Resignation-Other reasons,12/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,2.0
668,670,Age Retirement,01/2014,Guidance Officer,,False,False,False,False,False,False,False,False,False,False,False,False,True,,61 or older,12.0
669,671,Resignation-Move overseas/interstate,12/2013,"School Based Professional Staff (Therapist, nurse, etc)",,False,True,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,0.0
670,672,Resignation-Move overseas/interstate,12/2013,"School Based Professional Staff (Therapist, nurse, etc)",,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,0.0
671,673,Resignation-Other employer,12/2013,Teacher,Primary,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,4.0
672,674,Age Retirement,01/2014,Teacher,Primary,False,False,False,False,True,False,False,False,False,False,True,True,False,Female,61 or older,13.0
673,675,Contract Expired,12/2013,School Administrative Staff,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,0.0
674,676,Age Retirement,11/2013,Cleaner,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,51-55,15.0
675,677,Voluntary Early Retirement (VER),09/2013,Public Servant,AO8 and Above,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,25.0
676,678,Resignation-Other employer,01/2014,Teacher,Secondary,False,True,False,False,False,False,True,False,False,False,False,False,False,Female,26-30,3.0
677,679,Ill Health Retirement,12/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,56-60,22.0
678,680,Resignation-Move overseas/interstate,12/2013,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,1.0
679,681,Age Retirement,12/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,12.0
680,682,Contract Expired,12/2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,0.0
681,683,Age Retirement,04/2014,Teacher,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,51-55,20.0
682,684,Resignation-Other employer,11/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,False,,46-50,22.0
683,685,Resignation-Other employer,,Teacher,Primary,False,True,False,False,False,False,True,False,False,False,False,False,False,Male,21-25,
684,686,Resignation-Other employer,11/2013,Schools Officer,,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,9.0
685,687,Resignation-Other employer,01/2014,Public Servant,AO8 and Above,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56-60,4.0
686,688,Ill Health Retirement,12/2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,56-60,
687,689,Resignation-Other reasons,11/2013,Teacher Aide,,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,0.0
688,690,Age Retirement,12/2013,Other,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,11.0
689,691,Age Retirement,,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,
690,692,Resignation-Move overseas/interstate,01/2014,Teacher,Secondary,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,10.0
691,693,Resignation-Other employer,01/2014,Teacher,,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,1.0
692,694,Resignation-Other reasons,12/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1.0
693,695,Resignation-Move overseas/interstate,01/2014,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,4.0
694,696,Resignation-Other reasons,,Teacher Aide,,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,
695,697,Age Retirement,10/2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,2.0
696,698,Resignation-Move overseas/interstate,10/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,5.0
697,699,Age Retirement,10/2013,School Administrative Staff,,False,False,False,False,False,False,True,False,False,False,True,True,False,Female,51-55,24.0
698,700,Resignation-Other reasons,11/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,41-45,3.0
699,701,Age Retirement,,Schools Officer,,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,
700,702,Resignation-Other employer,11/2013,Other,,True,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,0.0
701,703,Resignation-Other reasons,08/2013,Teacher,Primary,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,25.0
702,704,Other,09/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,7.0
703,705,Resignation-Move overseas/interstate,10/2013,Public Servant,A01-A04,False,False,True,False,True,False,False,False,False,False,False,False,False,Female,51-55,0.0
704,706,Resignation-Other reasons,,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,
705,707,Age Retirement,11/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,
706,708,Age Retirement,12/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,37.0
707,709,Ill Health Retirement,11/2013,Other,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,41-45,5.0
708,710,Ill Health Retirement,,Cleaner,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,,
709,711,Resignation-Other employer,,Teacher,Primary,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,
710,712,Other,12/2013,Teacher Aide,,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,56-60,23.0
711,713,Age Retirement,01/2014,Teacher,,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,36.0
712,714,Resignation-Other reasons,12/2013,Teacher Aide,,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,
713,715,Age Retirement,12/2013,Teacher,Special Education,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,12.0
714,716,Age Retirement,11/2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,34.0
715,717,Contract Expired,12/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,0.0
716,718,Resignation-Other reasons,12/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,12.0
717,719,Age Retirement,10/2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,10.0
718,720,Contract Expired,,Technical Officer,,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,
719,721,Contract Expired,09/2013,Public Servant,A01-A04,False,False,True,False,False,False,True,True,False,False,False,False,False,Male,26-30,0.0
720,722,Contract Expired,09/2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,0.0
721,723,Contract Expired,09/2013,Public Servant,A01-A04,False,True,False,False,False,False,False,True,False,False,False,False,False,Male,21-25,0.0
722,724,Contract Expired,09/2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,51-55,0.0
723,725,Contract Expired,09/2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,31-35,0.0
724,726,Resignation-Other reasons,,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,
725,727,Contract Expired,,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,26-30,
726,728,Resignation-Other employer,01/2014,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,True,False,False,True,False,False,Male,56-60,27.0
727,729,Resignation-Other reasons,01/2014,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,11.0
728,730,Age Retirement,01/2014,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,1.0
729,731,Age Retirement,,Deputy Principal,,False,False,True,False,True,False,False,False,False,False,True,False,False,Male,56-60,
730,732,Resignation-Other employer,12/2013,Teacher Aide,,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,14.0
731,733,Resignation-Other reasons,01/2014,Technical Officer,,False,False,False,False,True,False,True,False,False,False,False,True,False,Male,56-60,17.0
732,734,Age Retirement,01/2014,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,61 or older,29.0
733,735,Age Retirement,,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,
734,736,Voluntary Early Retirement (VER),10/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,24.0
735,737,Resignation-Move overseas/interstate,10/2013,Cleaner,,False,False,False,False,False,False,False,False,True,True,False,False,False,Female,61 or older,
736,738,Age Retirement,10/2013,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,False,True,True,False,False,Female,56-60,11.0
737,739,Resignation-Other reasons,10/2013,Teacher,Special Education,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,56-60,9.0
738,740,Ill Health Retirement,10/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,61 or older,13.0
739,741,Age Retirement,,Teacher,Secondary,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,56-60,
740,742,Age Retirement,,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,False,False,,61 or older,
741,743,Contract Expired,01/2014,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,13.0
742,744,Age Retirement,01/2014,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,11.0
743,745,Age Retirement,09/2014,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,2.0
744,746,Resignation-Other employer,12/2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,9.0
745,747,Age Retirement,,Guidance Officer,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,
746,748,Age Retirement,01/2014,Teacher,Middle,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,56-60,11.0
747,749,Resignation-Move overseas/interstate,01/2014,Teacher,Primary,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,41-45,6.0
748,750,Age Retirement,12/2013,Teacher,Special Education,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,17.0
749,751,Voluntary Early Retirement (VER),,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,
750,752,Age Retirement,01/2014,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,31.0
751,753,Resignation-Other reasons,12/2013,Cleaner,,False,False,False,True,False,False,False,False,False,False,False,False,False,Male,61 or older,8.0
752,754,Resignation-Other reasons,11/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,
753,755,Resignation-Other employer,11/2013,Teacher,Primary,False,False,False,True,False,False,False,False,False,True,True,False,False,Female,31-35,2.0
754,756,Age Retirement,,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,,61 or older,
755,757,Resignation-Other employer,12/2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,41-45,0.0
756,758,Age Retirement,11/2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,13.0
757,759,Age Retirement,01/2014,Head of Curriculum/Head of Special Education,,False,False,False,True,True,False,False,False,False,False,True,False,False,Male,56-60,23.0
758,760,Age Retirement,12/2013,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,14.0
759,761,Voluntary Early Retirement (VER),12/2013,Teacher,Secondary,False,False,False,True,True,False,False,False,False,False,False,False,False,Female,51-55,15.0
760,762,Contract Expired,,Teacher,Special Education,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,
761,763,Other,12/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,51-55,
762,764,Resignation-Other employer,07/2006,Teacher,Primary,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,0.0
763,765,Age Retirement,12/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,8.0
764,766,Age Retirement,,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,
765,767,Age Retirement,01/2014,Teacher,Secondary,False,False,False,True,False,False,True,False,False,False,True,False,False,Male,51-55,31.0
766,768,Resignation-Other employer,01/2014,Teacher,Primary,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,7.0
767,769,Age Retirement,12/2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,21.0
768,770,Ill Health Retirement,02/2014,Head of Curriculum/Head of Special Education,,False,False,False,True,True,True,False,False,False,True,True,True,False,Male,56-60,21.0
769,771,Resignation-Other reasons,11/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,
770,772,Resignation-Other reasons,,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,
771,773,Resignation-Other employer,01/2014,Head of Curriculum/Head of Special Education,,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,7.0
772,774,Age Retirement,04/2013,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,7.0
773,775,Age Retirement,,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,
774,776,Resignation-Other employer,,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,41-45,
775,777,Age Retirement,12/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,
776,778,Contract Expired,,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,31-35,
777,779,Age Retirement,,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,,56-60,
778,780,Age Retirement,10/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,21.0
779,781,Age Retirement,10/2013,Schools Officer,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,21.0
780,782,Age Retirement,12/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,
781,783,Age Retirement,10/2013,Business Service Manager,,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,
782,784,Voluntary Early Retirement (VER),10/2013,Teacher,Special Education,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,5.0
783,785,Contract Expired,09/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,
784,786,Resignation-Other reasons,10/2013,Teacher,Secondary,False,True,False,True,False,False,True,False,False,False,True,False,False,Female,21-25,0.0
785,787,Age Retirement,01/2014,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,
786,788,Resignation-Other employer,01/2014,Teacher,Secondary,False,True,False,True,False,False,False,True,False,False,False,False,False,Female,41-45,6.0
787,789,Age Retirement,01/2014,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,
788,790,Resignation-Other employer,,Teacher,Secondary,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,
789,791,Resignation-Other reasons,01/2014,"School Based Professional Staff (Therapist, nurse, etc)",,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,15.0
790,792,Resignation-Other reasons,01/2014,Teacher,Secondary,False,False,False,False,False,False,True,False,False,False,False,True,False,Male,36-40,6.0
791,793,Resignation-Other reasons,,Public Servant,A01-A04,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,46-50,
792,794,Other,,Teacher Aide,,False,False,False,False,True,False,True,False,False,True,False,False,False,Female,61 or older,
793,795,Ill Health Retirement,12/2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,61 or older,7.0
794,796,Resignation-Move overseas/interstate,11/2013,Cleaner,,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,
795,797,Age Retirement,,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,
796,798,Age Retirement,,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,
797,799,Resignation-Move overseas/interstate,,Public Servant,A01-A04,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,36-40,
798,800,Resignation-Move overseas/interstate,,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,
799,801,Other,,Teacher,Special Education,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,51-55,
800,802,Other,01/2014,Teacher,Primary,False,False,False,False,False,False,False,False,False,True,True,False,False,Female,21-25,3.0
801,803,Ill Health Retirement,01/2014,Teacher,Primary,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,56-60,38.0
802,804,Resignation-Move overseas/interstate,12/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
803,805,Resignation-Other employer,01/2014,Teacher,Primary,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,7.0
804,806,Resignation-Other employer,01/2014,Teacher,Primary,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,1.0
805,807,Age Retirement,,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,
806,808,Resignation-Other employer,12/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,8.0
807,809,Resignation-Other reasons,12/2013,Teacher,Primary,False,False,False,False,True,False,False,False,False,False,True,False,False,Female,36-40,9.0
808,810,Resignation-Other reasons,12/2013,Teacher Aide,,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,26-30,3.0
809,811,Age Retirement,01/2014,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,8.0
810,812,Age Retirement,,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,
811,813,Contract Expired,12/2013,School Administrative Staff,A01-A04,False,False,True,False,False,False,False,False,False,False,True,True,False,Female,41-45,3.0
812,814,Age Retirement,01/2014,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,9.0
813,815,Age Retirement,11/2013,Public Servant,AO5-AO7,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,6.0
814,816,Age Retirement,11/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,
815,817,Resignation-Other employer,01/2014,Teacher,Primary,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,2.0
816,818,Resignation-Move overseas/interstate,01/2014,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,2.0
817,819,Age Retirement,02/2014,Teacher,Primary,False,False,False,False,False,False,False,False,True,True,False,True,False,Female,56-60,15.0
818,820,Age Retirement,01/2014,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,51-55,34.0
819,821,Resignation-Move overseas/interstate,01/2014,Public Servant,A01-A04,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,31-35,5.0
820,822,Ill Health Retirement,12/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,41-45,4.0
821,823,Resignation-Move overseas/interstate,12/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
