,record_id,job_position,leave_reason,cf_to_public_sector,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,job_status,service_years,service_years_x
571,572,non_teaching_role,Resignation-Other reasons,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,5 to 6 Years,5 to 6 Years
572,573,non_teaching_role,Termination,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,NaN,NaN
573,574,non_teaching_role,Ill Health Retirement,False,False,True,False,True,False,False,False,False,False,False,False,True,Female,41-45,,1 to 2 Years,1 to 2 Years
574,575,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,AO5-AO7,5 to 6 Years,5 to 6 Years
575,576,non_teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,31-35,AO5-AO7,7 to 10 Years,7 to 10 Years
576,577,teaching_role,Resignation-Other reasons,False,True,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,,NaN,NaN
577,578,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,Primary,11 to 20 Years,11 to 20 Years
578,579,teaching_role,Age Retirement,False,False,False,False,True,False,False,False,True,False,False,False,False,Male,56+,Secondary,7 to 10 Years,7 to 10 Years
579,580,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,,7 to 10 Years,7 to 10 Years
580,581,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,20 Plus Years,20 Plus Years
581,582,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
582,583,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,Secondary,11 to 20 Years,11 to 20 Years
583,584,non_teaching_role,Age Retirement,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
584,585,non_teaching_role,Resignation-Other employer,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,51-55,,5 to 6 Years,5 to 6 Years
585,586,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,,Under 1 Year,Under 1 Year
586,587,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,Special Education,7 to 10 Years,7 to 10 Years
587,588,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,Secondary,11 to 20 Years,11 to 20 Years
588,589,non_teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,,1 to 2 Years,1 to 2 Years
589,590,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,True,False,False,False,True,False,False,Male,56+,,20 Plus Years,20 Plus Years
590,591,non_teaching_role,Resignation-Other employer,False,False,False,False,True,False,False,False,True,False,True,False,False,Female,31-35,,1 to 2 Years,1 to 2 Years
591,592,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,True,False,False,Female,51-55,,11 to 20 Years,11 to 20 Years
592,593,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,3 to 4 Years,3 to 4 Years
593,594,teaching_role,Resignation-Other reasons,False,False,True,True,False,True,False,False,False,False,True,True,False,Female,36-40,Secondary,3 to 4 Years,3 to 4 Years
594,595,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,NaN,NaN
595,596,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,7 to 10 Years,7 to 10 Years
596,597,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
597,598,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,,20 Plus Years,20 Plus Years
598,599,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Primary,20 Plus Years,20 Plus Years
599,600,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,Secondary,11 to 20 Years,11 to 20 Years
600,601,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,NaN,NaN
601,602,non_teaching_role,Resignation-Other employer,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,26-30,AO5-AO7,3 to 4 Years,3 to 4 Years
602,603,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,5 to 6 Years,5 to 6 Years
603,604,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,A01-A04,Under 1 Year,Under 1 Year
604,605,non_teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
605,606,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,3 to 4 Years,3 to 4 Years
606,607,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,Secondary,11 to 20 Years,11 to 20 Years
607,608,teaching_role,Resignation-Other reasons,False,False,False,False,True,True,False,False,False,False,False,False,False,Female,31-35,Primary,1 to 2 Years,1 to 2 Years
608,609,teaching_role,Resignation-Other reasons,False,False,False,False,True,False,False,False,False,False,False,True,False,Female,31-35,Secondary,1 to 2 Years,1 to 2 Years
609,610,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,Secondary,Under 1 Year,Under 1 Year
610,611,teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
611,612,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,Secondary,20 Plus Years,20 Plus Years
612,613,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,Primary,11 to 20 Years,11 to 20 Years
613,614,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,3 to 4 Years,3 to 4 Years
614,615,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
615,616,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,51-55,Secondary,11 to 20 Years,11 to 20 Years
616,617,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,True,Female,56+,Secondary,20 Plus Years,20 Plus Years
617,618,teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,True,False,True,False,False,Female,51-55,Secondary,5 to 6 Years,5 to 6 Years
618,619,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Secondary,11 to 20 Years,11 to 20 Years
619,620,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,Special Education,7 to 10 Years,7 to 10 Years
620,621,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,A01-A04,11 to 20 Years,11 to 20 Years
621,622,teaching_role,Resignation-Other reasons,False,False,False,True,True,False,False,False,False,False,False,False,False,Female,51-55,Primary,1 to 2 Years,1 to 2 Years
622,623,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,5 to 6 Years,5 to 6 Years
623,624,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Special Education,5 to 6 Years,5 to 6 Years
624,625,teaching_role,Age Retirement,False,False,False,False,True,False,False,False,False,False,False,False,False,Female,56+,,7 to 10 Years,7 to 10 Years
625,626,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,,1 to 2 Years,1 to 2 Years
626,627,non_teaching_role,Resignation-Other reasons,False,True,False,False,False,True,False,False,False,False,False,False,False,Female,26-30,A01-A04,3 to 4 Years,3 to 4 Years
627,628,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
628,629,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,Primary,7 to 10 Years,7 to 10 Years
629,630,teaching_role,Age Retirement,False,False,False,False,True,False,True,False,True,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
630,631,non_teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,,5 to 6 Years,5 to 6 Years
631,632,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,True,Male,41-45,,5 to 6 Years,5 to 6 Years
632,633,teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,Under 1 Year,Under 1 Year
633,634,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
634,635,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
635,636,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,Primary,20 Plus Years,20 Plus Years
636,637,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,11 to 20 Years,11 to 20 Years
637,638,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,Under 1 Year,Under 1 Year
638,639,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,Secondary,20 Plus Years,20 Plus Years
639,640,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,7 to 10 Years,7 to 10 Years
640,641,teaching_role,Other,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,,5 to 6 Years,5 to 6 Years
641,642,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,3 to 4 Years,3 to 4 Years
642,643,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,,3 to 4 Years,3 to 4 Years
643,644,teaching_role,Voluntary Early Retirement (VER),False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,Secondary,3 to 4 Years,3 to 4 Years
644,645,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,Special Education,5 to 6 Years,5 to 6 Years
645,646,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
646,647,non_teaching_role,Age Retirement,False,False,False,False,True,True,False,False,True,False,False,False,False,Male,51-55,AO5-AO7,11 to 20 Years,11 to 20 Years
647,648,non_teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,,11 to 20 Years,11 to 20 Years
648,649,non_teaching_role,Other,False,True,False,False,True,True,False,True,False,False,False,False,False,Female,51-55,,3 to 4 Years,3 to 4 Years
649,650,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,5 to 6 Years,5 to 6 Years
650,651,teaching_role,Resignation-Other employer,False,True,False,False,False,False,True,False,False,False,False,False,False,Female,56+,,7 to 10 Years,7 to 10 Years
651,652,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,Primary,1 to 2 Years,1 to 2 Years
652,653,teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
653,654,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,Under 1 Year,Under 1 Year
654,655,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,Special Education,11 to 20 Years,11 to 20 Years
655,656,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Male,56+,,11 to 20 Years,11 to 20 Years
656,657,teaching_role,Other,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,,1 to 2 Years,1 to 2 Years
657,658,teaching_role,Age Retirement,False,False,True,True,False,False,False,False,False,False,False,True,False,Female,51-55,Primary,20 Plus Years,20 Plus Years
658,659,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,,56+,Secondary,11 to 20 Years,11 to 20 Years
659,660,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,Primary,NaN,NaN
660,661,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,NaN,NaN
661,662,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,Secondary,3 to 4 Years,3 to 4 Years
662,663,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,46-50,Primary,NaN,NaN
663,665,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,A01-A04,NaN,NaN
664,666,teaching_role,Resignation-Other employer,True,False,False,False,False,False,False,False,False,False,False,True,False,Male,46-50,,1 to 2 Years,1 to 2 Years
665,667,teaching_role,Age Retirement,False,False,False,False,True,True,False,False,True,False,False,True,False,Female,,Special Education,11 to 20 Years,11 to 20 Years
666,668,non_teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,A01-A04,1 to 2 Years,1 to 2 Years
667,669,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,1 to 2 Years,1 to 2 Years
668,670,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,,56+,,11 to 20 Years,11 to 20 Years
669,671,non_teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,True,False,False,False,False,False,False,False,Female,26-30,,Under 1 Year,Under 1 Year
670,672,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,,Under 1 Year,Under 1 Year
671,673,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,Primary,3 to 4 Years,3 to 4 Years
672,674,teaching_role,Age Retirement,False,False,False,False,True,False,False,False,False,False,True,True,False,Female,56+,Primary,11 to 20 Years,11 to 20 Years
673,675,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,Under 1 Year,Under 1 Year
674,676,non_teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,,11 to 20 Years,11 to 20 Years
675,677,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,AO8 and Above,20 Plus Years,20 Plus Years
676,678,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,True,False,False,False,False,Female,26-30,Secondary,3 to 4 Years,3 to 4 Years
677,679,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,Secondary,20 Plus Years,20 Plus Years
678,680,NaN,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,1 to 2 Years,1 to 2 Years
679,681,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
680,682,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,A01-A04,Under 1 Year,Under 1 Year
681,683,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,,11 to 20 Years,11 to 20 Years
682,684,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,False,False,,46-50,Secondary,20 Plus Years,20 Plus Years
683,685,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,True,False,False,False,False,Male,21-25,Primary,NaN,NaN
684,686,non_teaching_role,Resignation-Other employer,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,46-50,,7 to 10 Years,7 to 10 Years
685,687,non_teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,AO8 and Above,3 to 4 Years,3 to 4 Years
686,688,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,Primary,NaN,NaN
687,689,teaching_role,Resignation-Other reasons,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,Under 1 Year,Under 1 Year
688,690,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,11 to 20 Years,11 to 20 Years
689,691,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,Secondary,NaN,NaN
690,692,teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,Secondary,7 to 10 Years,7 to 10 Years
691,693,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,1 to 2 Years,1 to 2 Years
692,694,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,Secondary,1 to 2 Years,1 to 2 Years
693,695,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,Secondary,3 to 4 Years,3 to 4 Years
694,696,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,46-50,,NaN,NaN
695,697,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,Primary,1 to 2 Years,1 to 2 Years
696,698,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,,5 to 6 Years,5 to 6 Years
697,699,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,True,False,True,True,False,Female,51-55,,20 Plus Years,20 Plus Years
698,700,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,,3 to 4 Years,3 to 4 Years
699,701,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,,NaN,NaN
700,702,non_teaching_role,Resignation-Other employer,True,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,,Under 1 Year,Under 1 Year
701,703,teaching_role,Resignation-Other reasons,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,Primary,20 Plus Years,20 Plus Years
702,704,non_teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,,7 to 10 Years,7 to 10 Years
703,705,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,True,False,True,False,False,False,False,False,False,Female,51-55,A01-A04,Under 1 Year,Under 1 Year
704,706,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,NaN,NaN
705,707,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,,NaN,NaN
706,708,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
707,709,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,,5 to 6 Years,5 to 6 Years
708,710,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,NaN,NaN
709,711,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,Primary,NaN,NaN
710,712,teaching_role,Other,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
711,713,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,,20 Plus Years,20 Plus Years
712,714,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,,NaN,NaN
713,715,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,Special Education,11 to 20 Years,11 to 20 Years
714,716,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,Primary,20 Plus Years,20 Plus Years
715,717,teaching_role,Contract Expired,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,Under 1 Year,Under 1 Year
716,718,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,,11 to 20 Years,11 to 20 Years
717,719,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,A01-A04,7 to 10 Years,7 to 10 Years
718,720,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,,NaN,NaN
719,721,non_teaching_role,Contract Expired,False,False,False,False,False,False,True,False,True,True,False,False,False,Male,26-30,A01-A04,Under 1 Year,Under 1 Year
720,722,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,A01-A04,Under 1 Year,Under 1 Year
721,723,non_teaching_role,Contract Expired,False,True,False,False,False,False,False,False,False,True,False,False,False,Male,21-25,A01-A04,Under 1 Year,Under 1 Year
722,724,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,A01-A04,Under 1 Year,Under 1 Year
723,725,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,31-35,A01-A04,Under 1 Year,Under 1 Year
724,726,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,Primary,NaN,NaN
725,727,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,26-30,A01-A04,NaN,NaN
726,728,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,True,False,True,False,Male,56+,,20 Plus Years,20 Plus Years
727,729,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Secondary,11 to 20 Years,11 to 20 Years
728,730,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,Primary,1 to 2 Years,1 to 2 Years
729,731,teaching_role,Age Retirement,False,False,False,False,True,False,True,False,False,False,False,True,False,Male,56+,,NaN,NaN
730,732,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,,11 to 20 Years,11 to 20 Years
731,733,non_teaching_role,Resignation-Other reasons,False,False,False,False,True,False,False,False,True,False,True,False,False,Male,56+,,11 to 20 Years,11 to 20 Years
732,734,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,,20 Plus Years,20 Plus Years
733,735,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,NaN,NaN
734,736,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
735,737,non_teaching_role,Resignation-Move overseas/interstate,False,False,True,True,False,False,False,False,False,False,False,False,False,Female,56+,,NaN,NaN
736,738,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,,11 to 20 Years,11 to 20 Years
737,739,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,Special Education,7 to 10 Years,7 to 10 Years
738,740,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
739,741,teaching_role,Age Retirement,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,56+,Secondary,NaN,NaN
740,742,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,,56+,Primary,NaN,NaN
741,743,teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Primary,11 to 20 Years,11 to 20 Years
742,744,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,Primary,11 to 20 Years,11 to 20 Years
743,745,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Primary,1 to 2 Years,1 to 2 Years
744,746,non_teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,A01-A04,7 to 10 Years,7 to 10 Years
745,747,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,NaN,NaN
746,748,teaching_role,Age Retirement,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,Middle,11 to 20 Years,11 to 20 Years
747,749,teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,Primary,5 to 6 Years,5 to 6 Years
748,750,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Special Education,11 to 20 Years,11 to 20 Years
749,751,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,Primary,NaN,NaN
750,752,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Primary,20 Plus Years,20 Plus Years
751,753,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,False,False,False,False,False,Male,56+,,7 to 10 Years,7 to 10 Years
752,754,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,,NaN,NaN
753,755,teaching_role,Resignation-Other employer,False,False,True,False,False,True,False,False,False,False,False,True,False,Female,31-35,Primary,1 to 2 Years,1 to 2 Years
754,756,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,,56+,A01-A04,NaN,NaN
755,757,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,Primary,Under 1 Year,Under 1 Year
756,758,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,A01-A04,11 to 20 Years,11 to 20 Years
757,759,teaching_role,Age Retirement,False,False,False,False,True,True,False,False,False,False,False,True,False,Male,56+,,20 Plus Years,20 Plus Years
758,760,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,,11 to 20 Years,11 to 20 Years
759,761,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,True,True,False,False,False,False,False,False,False,Female,51-55,Secondary,11 to 20 Years,11 to 20 Years
760,762,teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,Special Education,NaN,NaN
761,763,teaching_role,Other,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,51-55,Secondary,NaN,NaN
762,764,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,Primary,Under 1 Year,Under 1 Year
763,765,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,7 to 10 Years,7 to 10 Years
764,766,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Primary,NaN,NaN
